user_id,product_id,rating,timestamp
U0021,P00233,5,2025-02-14T02:06:38
U0024,P00001,2,2025-04-22T13:10:27
U0089,P00398,2,2025-02-16T22:39:16
U0099,P00327,5,2025-03-14T16:38:55
U0080,P00260,4,2025-01-23T14:10:33
U0022,P00195,4,2025-03-30T08:08:59
U0093,P00376,4,2025-02-05T22:53:48
U0057,P00095,2,2025-02-15T05:53:00
U0006,P00453,3,2025-03-10T12:15:59
U0053,P00010,1,2025-05-05T17:49:13
U0047,P00318,5,2025-03-26T01:44:34
U0087,P00439,5,2025-06-14T01:17:05
U0093,P00187,4,2025-06-10T13:05:03
U0031,P00398,4,2025-02-05T02:27:22
U0057,P00318,2,2025-06-22T14:53:40
U0079,P00123,4,2025-01-14T01:01:02
U0037,P00165,3,2025-01-20T01:19:16
U0097,P00370,5,2025-04-20T19:14:38
U0096,P00033,1,2025-06-10T05:22:49
U0058,P00338,4,2025-06-26T09:04:21
U0030,P00496,3,2025-02-27T10:38:08
U0069,P00276,1,2025-05-21T04:53:56
U0031,P00420,2,2025-03-28T04:31:46
U0040,P00199,1,2025-04-20T02:51:01
U0061,P00098,5,2025-03-01T18:40:51
U0025,P00269,3,2025-03-10T22:04:39
U0048,P00350,5,2025-03-02T05:55:16
U0087,P00255,1,2025-03-29T18:44:46
U0074,P00393,5,2025-06-23T08:51:03
U0057,P00283,1,2025-06-10T02:40:46
U0060,P00079,2,2025-06-08T21:59:54
U0099,P00314,5,2025-06-09T20:26:04
U0037,P00145,5,2025-06-25T10:17:39
U0100,P00166,5,2025-05-24T21:49:46
U0049,P00210,1,2025-01-04T20:04:01
U0065,P00329,5,2025-02-04T19:39:47
U0068,P00165,5,2025-02-25T01:41:32
U0054,P00057,2,2025-03-22T03:18:30
U0021,P00050,4,2025-04-23T18:05:21
U0026,P00268,5,2025-02-23T12:32:20
U0078,P00338,1,2025-06-22T14:39:23
U0018,P00035,1,2025-01-19T15:36:38
U0033,P00023,5,2025-05-04T13:47:26
U0007,P00428,2,2025-02-18T04:56:41
U0083,P00481,1,2025-01-05T13:27:08
U0062,P00067,3,2025-02-01T20:56:11
U0048,P00092,2,2025-04-07T11:20:20
U0071,P00448,2,2025-01-15T04:11:22
U0014,P00017,5,2025-04-11T05:29:36
U0092,P00104,4,2025-02-09T16:44:47
U0067,P00055,1,2025-01-09T07:44:26
U0016,P00249,5,2025-02-07T11:19:11
U0037,P00099,5,2025-05-20T02:35:49
U0011,P00051,3,2025-04-08T22:54:09
U0098,P00017,4,2025-02-14T01:39:24
U0021,P00293,5,2025-04-08T18:15:19
U0035,P00329,1,2025-02-05T04:26:13
U0058,P00429,4,2025-04-23T13:42:40
U0066,P00199,1,2025-05-17T20:32:52
U0019,P00337,3,2025-03-06T16:09:20
U0056,P00251,4,2025-02-01T22:07:03
U0012,P00270,2,2025-02-27T00:23:15
U0029,P00320,4,2025-01-24T03:30:38
U0058,P00360,1,2025-06-20T01:25:17
U0045,P00303,5,2025-01-02T02:13:44
U0004,P00132,3,2025-03-31T13:06:45
U0054,P00026,4,2025-03-08T15:31:19
U0007,P00188,3,2025-02-08T05:06:14
U0051,P00114,1,2025-02-21T11:49:01
U0065,P00311,1,2025-01-08T20:52:50
U0048,P00368,1,2025-01-15T18:08:13
U0031,P00037,5,2025-01-11T14:16:01
U0050,P00007,2,2025-05-26T19:27:16
U0011,P00477,3,2025-01-22T07:17:57
U0048,P00472,2,2025-04-27T19:31:48
U0029,P00107,2,2025-05-26T06:45:42
U0004,P00336,3,2025-03-22T03:27:11
U0041,P00252,1,2025-06-12T17:33:39
U0013,P00476,2,2025-04-03T02:16:50
U0092,P00456,3,2025-01-06T11:08:52
U0084,P00427,4,2025-04-01T18:03:53
U0043,P00041,2,2025-04-25T21:30:42
U0019,P00240,1,2025-05-02T19:32:57
U0018,P00411,5,2025-06-05T13:46:25
U0005,P00328,3,2025-06-25T18:49:12
U0037,P00032,2,2025-03-09T19:23:08
U0061,P00185,1,2025-02-14T04:28:49
U0090,P00286,1,2025-05-10T10:48:31
U0018,P00381,3,2025-05-23T06:53:49
U0098,P00481,4,2025-06-10T02:21:20
U0091,P00456,1,2025-03-23T08:40:58
U0061,P00213,3,2025-02-19T13:24:18
U0058,P00421,2,2025-01-25T09:00:15
U0079,P00189,4,2025-06-23T19:09:37
U0001,P00407,3,2025-03-11T06:47:02
U0011,P00363,3,2025-06-20T00:09:08
U0003,P00030,4,2025-01-07T08:54:14
U0033,P00422,1,2025-04-03T19:58:45
U0028,P00316,1,2025-06-03T21:13:19
U0020,P00137,2,2025-01-20T18:16:45
U0071,P00271,2,2025-03-09T07:54:19
U0094,P00021,5,2025-05-26T03:45:38
U0078,P00376,5,2025-01-19T07:34:33
U0068,P00037,2,2025-06-09T02:06:13
U0055,P00428,4,2025-04-29T23:08:57
U0015,P00156,5,2025-06-09T01:28:45
U0100,P00040,5,2025-03-29T18:22:23
U0037,P00484,4,2025-04-13T16:37:05
U0031,P00111,1,2025-02-13T20:44:03
U0039,P00492,3,2025-04-10T17:27:57
U0016,P00266,1,2025-06-25T02:41:38
U0007,P00050,3,2025-02-08T21:46:41
U0031,P00052,4,2025-04-28T22:10:48
U0054,P00372,5,2025-06-26T15:35:33
U0082,P00119,4,2025-06-27T17:00:46
U0080,P00273,1,2025-03-29T19:50:44
U0059,P00198,4,2025-05-24T13:00:59
U0009,P00098,1,2025-05-12T18:44:14
U0015,P00099,4,2025-03-22T01:36:22
U0064,P00270,2,2025-05-09T07:38:23
U0077,P00337,1,2025-01-18T05:28:28
U0069,P00128,3,2025-02-01T17:10:26
U0003,P00292,5,2025-02-09T05:28:52
U0081,P00321,5,2025-05-15T03:06:46
U0066,P00486,1,2025-01-08T21:10:19
U0074,P00092,2,2025-01-14T18:38:49
U0031,P00286,5,2025-01-04T08:04:30
U0092,P00384,2,2025-02-08T21:32:47
U0019,P00286,3,2025-02-06T10:11:34
U0038,P00213,5,2025-06-17T02:48:35
U0055,P00383,4,2025-03-16T21:09:31
U0001,P00055,4,2025-03-07T21:55:29
U0079,P00393,1,2025-02-27T12:21:16
U0046,P00327,5,2025-06-07T15:09:54
U0031,P00296,2,2025-06-03T14:15:58
U0074,P00184,2,2025-03-25T20:56:11
U0054,P00346,3,2025-05-18T23:27:45
U0024,P00235,5,2025-06-21T03:10:14
U0086,P00360,2,2025-06-08T21:31:36
U0086,P00341,2,2025-02-15T00:05:25
U0011,P00219,5,2025-03-27T20:16:22
U0068,P00453,4,2025-04-05T16:27:37
U0047,P00054,5,2025-05-28T17:31:06
U0009,P00086,4,2025-01-10T15:18:02
U0068,P00406,1,2025-05-26T04:41:10
U0070,P00093,1,2025-04-14T21:14:57
U0065,P00282,4,2025-04-24T19:51:52
U0065,P00206,5,2025-01-12T23:04:25
U0071,P00259,3,2025-04-17T14:51:39
U0003,P00173,2,2025-03-13T05:44:12
U0050,P00337,1,2025-05-24T04:33:57
U0061,P00081,1,2025-02-03T01:15:02
U0006,P00274,4,2025-05-02T19:12:14
U0082,P00308,3,2025-06-13T01:45:08
U0050,P00227,5,2025-01-20T03:03:57
U0048,P00478,3,2025-06-15T18:34:54
U0033,P00181,4,2025-04-13T17:26:09
U0096,P00463,3,2025-03-15T00:13:43
U0003,P00162,2,2025-02-12T12:58:23
U0046,P00282,5,2025-05-08T03:49:56
U0009,P00167,5,2025-03-16T15:57:24
U0045,P00433,3,2025-06-26T20:18:35
U0031,P00191,1,2025-02-28T10:48:12
U0094,P00212,2,2025-05-19T04:10:53
U0085,P00392,5,2025-05-30T05:46:56
U0081,P00325,5,2025-02-15T04:34:48
U0014,P00221,1,2025-05-02T19:12:15
U0099,P00423,3,2025-06-22T12:05:18
U0075,P00372,1,2025-01-09T10:54:33
U0095,P00166,4,2025-01-14T18:09:43
U0097,P00312,1,2025-02-02T02:13:05
U0043,P00124,2,2025-05-03T13:46:09
U0018,P00289,5,2025-02-14T18:15:05
U0006,P00280,3,2025-02-10T13:37:32
U0046,P00110,4,2025-02-27T12:49:53
U0070,P00193,2,2025-02-24T15:30:12
U0044,P00393,5,2025-05-05T08:09:14
U0083,P00282,5,2025-04-28T01:11:37
U0023,P00475,3,2025-02-24T01:32:19
U0100,P00382,3,2025-06-29T07:25:33
U0088,P00131,3,2025-05-06T15:06:22
U0060,P00185,4,2025-05-29T09:08:22
U0090,P00493,3,2025-03-29T07:10:03
U0062,P00232,2,2025-06-06T01:22:38
U0081,P00230,3,2025-01-07T22:10:31
U0024,P00492,3,2025-03-23T05:58:44
U0018,P00204,2,2025-06-01T06:23:48
U0009,P00001,4,2025-04-13T19:52:56
U0092,P00372,5,2025-01-28T14:44:09
U0100,P00018,3,2025-05-22T01:47:36
U0059,P00146,1,2025-06-02T02:01:59
U0005,P00306,2,2025-02-01T03:45:04
U0038,P00009,1,2025-06-02T00:05:38
U0026,P00266,5,2025-01-26T13:33:24
U0006,P00070,4,2025-01-20T04:18:20
U0026,P00456,1,2025-06-28T07:28:01
U0006,P00155,1,2025-01-25T13:09:41
U0041,P00004,2,2025-05-30T16:32:04
U0040,P00154,4,2025-06-02T17:31:13
U0066,P00114,5,2025-01-13T15:17:59
U0051,P00110,4,2025-05-13T08:49:03
U0070,P00439,4,2025-01-17T02:31:27
U0061,P00162,5,2025-01-03T08:27:06
U0033,P00012,1,2025-06-05T17:51:50
U0005,P00396,1,2025-04-29T03:21:49
U0097,P00421,5,2025-05-12T01:59:47
U0083,P00483,1,2025-02-25T11:57:55
U0025,P00354,4,2025-06-25T15:06:58
U0037,P00422,1,2025-01-17T17:06:04
U0046,P00142,3,2025-01-20T15:09:51
U0100,P00471,4,2025-01-10T23:07:28
U0007,P00284,5,2025-05-24T03:15:38
U0084,P00262,3,2025-02-13T16:59:04
U0043,P00285,4,2025-01-17T19:05:57
U0035,P00293,2,2025-01-31T00:52:11
U0016,P00475,1,2025-02-15T11:15:15
U0048,P00293,1,2025-03-05T07:07:46
U0056,P00080,4,2025-04-11T12:46:43
U0052,P00049,3,2025-02-12T21:01:24
U0096,P00020,2,2025-06-06T01:43:04
U0057,P00236,4,2025-03-29T09:39:08
U0050,P00183,1,2025-03-27T17:13:14
U0044,P00080,2,2025-03-19T02:16:00
U0024,P00071,1,2025-06-12T17:19:00
U0064,P00136,3,2025-01-31T04:02:13
U0089,P00188,3,2025-03-07T05:12:19
U0064,P00456,2,2025-06-23T17:25:22
U0048,P00299,1,2025-05-07T01:55:33
U0067,P00128,5,2025-04-18T15:02:18
U0035,P00120,3,2025-02-26T14:36:16
U0011,P00132,2,2025-04-07T05:30:23
U0094,P00416,2,2025-03-01T19:54:05
U0055,P00154,4,2025-01-21T11:46:57
U0011,P00048,3,2025-05-24T23:18:10
U0056,P00293,1,2025-02-06T20:43:00
U0078,P00205,3,2025-05-09T17:05:53
U0024,P00292,4,2025-01-01T09:29:43
U0070,P00470,5,2025-03-18T02:17:08
U0038,P00112,2,2025-01-27T19:03:50
U0042,P00376,1,2025-03-12T20:21:17
U0014,P00040,2,2025-06-15T16:19:42
U0011,P00371,4,2025-05-16T03:51:42
U0042,P00167,1,2025-03-17T13:55:37
U0085,P00406,3,2025-06-15T10:05:50
U0038,P00248,5,2025-04-07T07:54:57
U0040,P00089,5,2025-03-18T14:45:50
U0058,P00250,4,2025-03-17T23:26:52
U0078,P00423,2,2025-03-03T11:28:37
U0092,P00461,5,2025-05-23T10:42:11
U0055,P00354,2,2025-04-05T17:41:12
U0022,P00360,5,2025-05-26T05:28:05
U0089,P00296,5,2025-04-26T16:14:37
U0057,P00420,5,2025-01-13T14:18:40
U0045,P00465,2,2025-04-07T16:49:21
U0058,P00049,1,2025-01-31T08:29:37
U0006,P00305,5,2025-02-08T05:21:43
U0094,P00329,2,2025-01-16T04:49:01
U0046,P00154,1,2025-04-17T14:36:01
U0079,P00020,2,2025-05-22T05:51:25
U0056,P00375,3,2025-02-25T16:36:34
U0036,P00414,5,2025-05-11T13:32:46
U0082,P00296,2,2025-04-28T17:39:32
U0008,P00196,5,2025-04-10T03:18:33
U0010,P00041,3,2025-03-09T00:49:05
U0086,P00400,2,2025-02-21T17:16:03
U0082,P00029,1,2025-06-22T07:53:18
U0052,P00472,5,2025-01-22T05:04:50
U0047,P00395,5,2025-03-01T00:19:16
U0066,P00172,3,2025-03-10T22:37:14
U0096,P00179,5,2025-04-09T03:56:32
U0087,P00451,4,2025-06-10T07:00:28
U0021,P00419,1,2025-04-16T23:39:11
U0004,P00223,4,2025-04-09T19:46:12
U0019,P00214,1,2025-01-16T21:35:05
U0078,P00477,3,2025-06-29T21:10:47
U0087,P00445,4,2025-01-21T00:39:33
U0057,P00062,4,2025-05-15T11:34:36
U0005,P00446,3,2025-02-26T10:09:09
U0017,P00395,1,2025-02-24T10:05:41
U0009,P00117,5,2025-05-28T22:31:32
U0031,P00383,4,2025-06-23T09:12:18
U0100,P00335,4,2025-04-20T03:47:30
U0083,P00435,3,2025-01-09T08:05:28
U0047,P00309,5,2025-04-24T23:14:24
U0047,P00476,1,2025-05-27T07:09:35
U0050,P00006,2,2025-01-26T02:08:07
U0073,P00325,1,2025-02-10T20:08:31
U0005,P00399,3,2025-01-06T13:48:29
U0078,P00324,4,2025-05-26T00:51:20
U0020,P00196,5,2025-03-03T13:19:23
U0087,P00028,4,2025-02-19T16:10:43
U0058,P00157,3,2025-02-28T03:14:14
U0048,P00269,1,2025-04-25T04:04:15
U0048,P00022,4,2025-06-08T20:53:00
U0057,P00164,2,2025-01-12T22:49:14
U0098,P00277,3,2025-04-24T10:35:44
U0010,P00290,1,2025-02-27T21:22:11
U0074,P00077,5,2025-04-06T10:39:43
U0018,P00168,1,2025-06-01T22:08:22
U0068,P00258,2,2025-05-11T18:42:52
U0047,P00358,4,2025-01-14T02:56:33
U0051,P00114,1,2025-01-07T04:34:57
U0041,P00079,2,2025-04-06T02:53:57
U0084,P00026,2,2025-01-21T10:12:20
U0036,P00345,2,2025-03-10T05:04:48
U0032,P00375,3,2025-01-21T21:15:04
U0015,P00202,3,2025-01-25T20:11:12
U0004,P00498,1,2025-02-04T13:37:27
U0095,P00229,1,2025-04-26T23:35:35
U0024,P00386,1,2025-04-21T14:26:49
U0064,P00305,4,2025-01-19T13:08:47
U0067,P00295,4,2025-01-12T04:23:01
U0050,P00259,1,2025-03-02T20:26:59
U0072,P00047,5,2025-04-14T13:02:08
U0016,P00114,3,2025-02-06T09:11:12
U0034,P00222,3,2025-03-30T20:56:46
U0100,P00149,2,2025-06-28T07:37:25
U0034,P00403,1,2025-03-02T06:59:08
U0091,P00202,4,2025-03-06T07:41:54
U0058,P00076,2,2025-03-27T14:17:18
U0028,P00068,3,2025-06-19T19:12:31
U0079,P00173,1,2025-05-06T17:13:27
U0037,P00043,3,2025-06-10T19:58:53
U0089,P00244,5,2025-03-12T13:43:40
U0063,P00293,2,2025-05-24T15:12:03
U0026,P00382,1,2025-06-17T05:01:36
U0016,P00026,5,2025-01-23T20:02:57
U0018,P00281,5,2025-05-14T01:32:53
U0010,P00205,4,2025-06-14T15:34:26
U0058,P00135,1,2025-04-12T01:16:02
U0023,P00044,4,2025-04-07T02:55:29
U0092,P00205,5,2025-03-08T14:32:28
U0057,P00257,1,2025-05-21T01:56:33
U0012,P00223,1,2025-03-06T04:55:07
U0088,P00397,1,2025-04-13T05:41:27
U0041,P00358,1,2025-04-18T15:03:39
U0086,P00067,4,2025-03-22T05:36:39
U0045,P00391,3,2025-05-12T15:37:53
U0091,P00070,1,2025-05-07T02:46:39
U0009,P00247,2,2025-06-08T10:56:02
U0071,P00287,1,2025-02-26T12:24:44
U0070,P00102,4,2025-06-24T02:58:22
U0038,P00250,1,2025-02-01T19:04:50
U0039,P00203,3,2025-05-09T14:33:50
U0021,P00334,5,2025-05-11T14:10:45
U0092,P00293,4,2025-01-30T17:08:59
U0091,P00101,1,2025-04-28T00:44:46
U0090,P00288,1,2025-05-22T03:53:58
U0082,P00316,1,2025-03-06T05:02:22
U0023,P00377,5,2025-05-16T09:25:48
U0047,P00269,1,2025-01-24T16:07:47
U0066,P00127,3,2025-02-08T15:37:42
U0029,P00125,4,2025-06-07T05:59:56
U0016,P00037,4,2025-02-03T04:02:21
U0026,P00137,1,2025-06-07T09:27:48
U0018,P00398,5,2025-01-04T18:26:28
U0031,P00221,4,2025-06-27T20:26:34
U0064,P00166,2,2025-03-19T04:00:33
U0004,P00351,5,2025-01-21T14:51:30
U0047,P00474,5,2025-04-16T05:34:20
U0071,P00295,1,2025-03-02T14:59:57
U0074,P00046,4,2025-04-18T06:59:04
U0048,P00058,4,2025-04-21T22:51:19
U0060,P00344,4,2025-04-14T11:02:40
U0071,P00212,4,2025-03-28T10:01:57
U0017,P00217,5,2025-01-21T23:13:43
U0079,P00188,5,2025-06-28T13:18:20
U0012,P00179,1,2025-06-13T20:00:32
U0009,P00098,3,2025-01-19T02:44:29
U0040,P00165,1,2025-01-20T03:46:37
U0051,P00177,4,2025-06-11T13:53:55
U0092,P00305,5,2025-04-25T13:21:51
U0093,P00336,3,2025-01-27T16:02:59
U0062,P00013,5,2025-03-24T14:10:37
U0068,P00395,2,2025-06-24T15:07:57
U0053,P00157,1,2025-05-04T03:20:09
U0099,P00087,1,2025-06-07T18:05:52
U0053,P00180,1,2025-06-02T03:29:58
U0074,P00316,5,2025-02-16T05:43:00
U0010,P00421,1,2025-06-05T21:47:58
U0017,P00412,5,2025-06-26T08:07:05
U0041,P00227,2,2025-04-23T06:46:23
U0083,P00320,5,2025-06-29T23:53:05
U0010,P00075,2,2025-04-04T11:28:44
U0058,P00226,5,2025-05-25T13:42:28
U0060,P00023,3,2025-02-25T21:08:01
U0088,P00474,3,2025-02-01T05:51:50
U0067,P00419,4,2025-04-15T00:49:17
U0045,P00120,4,2025-05-19T05:43:06
U0017,P00103,5,2025-06-10T17:38:02
U0100,P00351,4,2025-05-31T18:27:37
U0071,P00192,2,2025-01-22T04:06:19
U0082,P00080,2,2025-02-17T21:13:59
U0076,P00388,2,2025-03-07T08:43:42
U0024,P00373,1,2025-04-08T09:12:57
U0099,P00437,1,2025-03-21T11:04:26
U0017,P00044,2,2025-01-21T01:26:12
U0056,P00058,3,2025-04-20T19:36:06
U0065,P00379,5,2025-04-01T09:31:44
U0008,P00028,4,2025-01-28T19:25:20
U0016,P00125,5,2025-06-19T14:29:05
U0067,P00486,3,2025-07-01T09:31:39
U0020,P00318,3,2025-01-12T19:01:01
U0039,P00475,5,2025-01-09T21:22:03
U0022,P00076,5,2025-06-19T08:24:25
U0021,P00445,2,2025-03-14T19:10:31
U0042,P00427,2,2025-01-27T21:21:07
U0091,P00420,4,2025-05-13T07:37:35
U0029,P00148,3,2025-06-26T19:38:46
U0045,P00008,5,2025-04-23T11:55:54
U0067,P00176,3,2025-06-10T15:33:54
U0037,P00356,3,2025-01-24T08:40:37
U0011,P00412,3,2025-05-21T12:28:08
U0033,P00057,1,2025-03-27T22:06:16
U0026,P00157,5,2025-06-13T23:03:53
U0082,P00231,5,2025-06-06T13:46:19
U0071,P00242,2,2025-02-15T16:36:36
U0036,P00012,1,2025-05-19T18:36:26
U0017,P00170,2,2025-06-03T03:21:07
U0081,P00108,5,2025-06-25T12:43:13
U0039,P00379,5,2025-01-22T00:38:05
U0079,P00276,1,2025-06-17T17:19:35
U0069,P00109,4,2025-01-14T08:13:20
U0012,P00105,3,2025-03-02T20:49:10
U0065,P00280,2,2025-02-04T19:40:50
U0083,P00268,2,2025-06-13T01:46:58
U0022,P00385,2,2025-01-22T00:42:06
U0076,P00133,1,2025-01-19T00:55:32
U0075,P00281,3,2025-04-16T19:09:24
U0020,P00248,2,2025-07-01T05:39:26
U0022,P00319,4,2025-02-02T23:00:44
U0085,P00374,4,2025-01-11T13:05:41
U0080,P00073,5,2025-05-10T07:21:18
U0093,P00356,3,2025-04-05T18:24:14
U0078,P00358,5,2025-03-19T03:42:58
U0044,P00343,5,2025-03-16T11:01:14
U0073,P00010,3,2025-03-23T22:09:28
U0006,P00193,5,2025-06-16T21:26:02
U0004,P00299,3,2025-04-22T09:52:42
U0011,P00464,4,2025-05-02T01:47:34
U0006,P00340,3,2025-04-26T23:29:10
U0083,P00270,2,2025-04-26T09:58:55
U0099,P00023,1,2025-01-01T06:12:59
U0074,P00131,4,2025-04-06T07:43:46
U0034,P00088,1,2025-03-23T06:56:54
U0084,P00031,4,2025-05-09T21:06:55
U0027,P00146,2,2025-02-02T01:36:45
U0099,P00103,1,2025-01-14T06:02:44
U0074,P00405,2,2025-06-28T21:27:48
U0054,P00357,2,2025-02-01T11:08:20
U0080,P00317,4,2025-01-21T12:10:38
U0082,P00139,5,2025-03-04T16:47:50
U0004,P00028,2,2025-04-07T11:33:31
U0064,P00239,2,2025-02-12T03:25:42
U0081,P00336,4,2025-03-03T09:29:27
U0070,P00484,3,2025-01-02T10:12:29
U0038,P00005,4,2025-01-17T16:29:22
U0083,P00035,2,2025-01-16T06:55:06
U0039,P00199,4,2025-05-09T11:55:02
U0062,P00339,2,2025-03-30T22:02:17
U0032,P00139,1,2025-05-31T19:36:25
U0088,P00340,3,2025-03-13T14:03:01
U0052,P00437,1,2025-01-24T11:29:49
U0039,P00468,1,2025-03-15T23:53:29
U0059,P00338,3,2025-05-16T20:36:31
U0010,P00185,1,2025-01-30T16:46:47
U0089,P00443,5,2025-02-04T13:05:26
U0008,P00056,1,2025-06-25T15:36:59
U0021,P00010,2,2025-05-21T22:58:14
U0057,P00150,3,2025-06-01T20:52:13
U0054,P00445,4,2025-02-08T04:09:25
U0062,P00453,2,2025-01-20T13:13:22
U0060,P00333,5,2025-02-26T19:56:17
U0027,P00198,3,2025-04-19T07:05:49
U0044,P00119,1,2025-04-13T04:28:24
U0078,P00195,1,2025-05-23T21:42:50
U0019,P00261,2,2025-06-28T12:02:15
U0041,P00364,2,2025-05-11T03:34:42
U0092,P00051,3,2025-05-09T03:37:14
U0041,P00463,2,2025-02-15T08:08:14
U0094,P00162,2,2025-06-27T20:35:15
U0045,P00249,3,2025-06-14T09:42:51
U0052,P00444,2,2025-06-28T02:33:21
U0017,P00306,3,2025-06-11T14:47:30
U0098,P00273,5,2025-03-19T22:00:44
U0048,P00046,2,2025-02-27T15:28:53
U0066,P00096,2,2025-03-04T16:56:25
U0072,P00102,2,2025-06-10T07:21:59
U0014,P00257,1,2025-05-29T16:05:18
U0041,P00495,2,2025-04-09T22:01:25
U0031,P00235,3,2025-03-06T07:15:46
U0060,P00288,1,2025-04-15T12:20:18
U0016,P00475,1,2025-03-02T10:41:16
U0035,P00365,2,2025-03-28T02:51:28
U0058,P00012,4,2025-02-03T11:15:24
U0032,P00021,1,2025-06-27T03:33:05
U0019,P00127,3,2025-03-20T03:01:18
U0013,P00473,2,2025-01-14T01:19:01
U0007,P00272,3,2025-04-23T15:18:35
U0038,P00157,4,2025-05-12T03:39:45
U0050,P00171,2,2025-02-06T16:40:15
U0079,P00251,3,2025-02-10T01:43:48
U0054,P00202,3,2025-06-12T20:09:29
U0032,P00382,2,2025-04-08T08:57:12
U0021,P00081,5,2025-06-19T14:27:24
U0042,P00010,5,2025-06-15T01:43:19
U0074,P00178,4,2025-03-14T11:57:08
U0093,P00351,1,2025-03-13T04:32:18
U0041,P00181,1,2025-02-02T11:31:13
U0025,P00182,2,2025-04-25T06:35:00
U0098,P00321,2,2025-04-25T13:04:05
U0021,P00155,2,2025-01-14T13:52:09
U0064,P00121,2,2025-04-18T12:43:38
U0066,P00257,5,2025-03-31T17:24:06
U0060,P00142,4,2025-04-25T14:08:09
U0064,P00416,3,2025-06-24T12:43:59
U0040,P00032,3,2025-06-17T20:35:00
U0064,P00321,5,2025-01-05T19:10:29
U0003,P00132,4,2025-06-28T04:57:40
U0012,P00450,2,2025-04-10T23:59:02
U0051,P00199,1,2025-03-15T00:26:04
U0065,P00456,5,2025-04-28T11:09:21
U0059,P00418,5,2025-03-30T20:58:32
U0031,P00016,2,2025-02-09T03:06:19
U0028,P00484,5,2025-02-03T14:08:34
U0075,P00285,3,2025-05-29T12:54:17
U0046,P00486,2,2025-02-18T06:16:46
U0007,P00144,3,2025-04-12T10:45:41
U0007,P00116,2,2025-01-13T13:41:19
U0037,P00078,1,2025-01-11T06:03:03
U0064,P00175,3,2025-06-14T12:52:32
U0077,P00460,2,2025-06-09T04:12:03
U0084,P00202,5,2025-06-29T22:18:43
U0087,P00337,5,2025-01-05T13:17:46
U0061,P00071,4,2025-02-01T07:34:37
U0037,P00045,2,2025-03-08T10:13:28
U0069,P00374,1,2025-04-24T04:12:52
U0002,P00196,4,2025-06-09T07:45:33
U0014,P00267,5,2025-06-07T02:56:36
U0056,P00492,1,2025-02-16T15:22:59
U0018,P00348,2,2025-05-07T03:22:44
U0034,P00314,5,2025-06-25T17:00:57
U0094,P00447,4,2025-04-01T08:29:21
U0047,P00321,5,2025-03-25T03:29:38
U0098,P00352,3,2025-02-24T05:21:55
U0052,P00117,4,2025-02-19T12:59:37
U0047,P00214,5,2025-03-08T04:30:11
U0006,P00124,4,2025-05-16T01:20:51
U0052,P00294,2,2025-06-23T15:03:12
